text,label
"•Dynamic and Static Imaging The Canon CXDI Control Software RF, designed specifically for the Canon CXDI-50RF Dynamic/Static Digital Radiography System, features a wide range of fluoroscopic procedures and includes all the standard DICOM functions.",0
"Without limiting Customer's obligations under Section 2.1(e), 2.4(b), 2.4(c), 2.4(d) or 2.4(e)(ii), Manufacturer hereby acknowledges and agrees that Customer is not otherwise obligated to purchase any minimum or specific quantity, volume or dollar amount of Product under any Facility Addendum unless expressly set forth in the applicable Facility Addendum.",0
This Agreement is governed by English law and the parties submit to the exclusive jurisdiction of the English courts in relation to any dispute (contractual or non-contractual) concerning this Agreement save that either party may apply to any court for an injunction or other relief to protect its Intellectual Property Rights.,0
"If however a Vendor Person needs to have Physical Entry onto the premises of an AT&T customer, AT&T may require additional background information about and/or drug screening for the Vendor Person, when required by applicable Law, before permitting that individual to enter the customer's premises.",0
"Bachem agrees, at the election of Magenta and in addition to any other remedies Magenta may have, to promptly replace such Product and/or Product-related supplies (as the case may be) or refund to Magenta the value of the Product or Product- related supplies.",0
"Distributor shall provide written updates to Vendor at the end of each calendar quarter of any distribution arrangements entered into by Distributor as permitted by Section 3.5 of this Agreement, where said notice shall contain the name and location of the regional distributor, and a brief statement on the experience and history of the regional distributor;
3.7.",0
Kallos' Certified Clinical Engineers / Biomedical Engineers and Clinical Application support specialists will be available via Video/Teleconference/Telehealth systems in the Mobile clinic for all clinical application support in using technology for diagnostic and therapeutic healthcare services.,0
Previously executed non-disclosure agreements between the Parties will remain in effect in conjunction with The Agreement until the termination dates specified in those agreements and any Confidential Information shall also be considered to be Confidential Information hereunder.,0
"In the event Manufacturer in good faith believes that Manufacturer's Products are nonconforming under the specifications agreed to among the Parties (the ""Standards""), Manufacturer shall give written notice to Subcontractor specifying in detail the nonconformity within thirty (30) days of Manufacturer's receipt of such Manufacturer's Products.",0
"Each of the parties, as Recipient, agrees that such Recipient will not use, disseminate, or in any way disclose any Confidential Information of the other party, as Discloser, to any person, firm or business, except to the extent necessary for the performance of such party's obligations or the enjoyment of such party's rights and benefits hereunder, and for any other purpose such Discloser may hereafter authorize in writing.",0
"Maintenance to be provided by D2 to LICENSEE shall include without limitation the following services;
 (i) D2 shall update and maintain the Licensed Technology throughout the term of this Agreement.",0
The captions and headings in this Agreement are inserted for convenience and reference only and in no way define or limit the scope or content of this Agreement and shall not affect the interpretation of its provisions.,0
"If the Application is held by a court of competent jurisdiction or believed by E.piphany to infringe, E.piphany shall have the option, at its expense, to (i) modify the Application&sbsp;to be non-infringing; or (ii) obtain for HSNS a license to continue using the Application.",0
"Should Customers make such payments to Accuray and such payment include the Distributor's margin, then Accuray will pay such margin to Distributor once payment is received from the Customer and cleared by Accuray's designated bank.",0
IBM shall make no payments for Transferred Employees that are not retained by MSL at the US Work Center and supporting this Agreement as of the last day of the quarter.,0
The Business Continuity Plan must be in place and delivered to Bank of America within forty-five (45) calendar days after the Effective Date of this Agreement.,0
"Confidentiality
16.1 Confidential information (""Information"") of Tripath and/or Distributor will mean information that the disclosing party desires to protect against unauthorized use or disclosure, and which is furnished under this Agreement as follows: (a) written or other tangible information clearly marked with a notice, such as
-5-
Distributor Agreement
""CONFIDENTIAL""; and (b) oral information that is identified at the time of disclosure as being confidential.",0
"IBM Confidential Page 20 of 39 sow0501.lwp
 ATTACHMENT 1
 IBM/MSL Outsourcing Base Agreement Statement of Work
11.2 Each month IBM will provide MSL, one rolling [*] month forecast by machine type, model, and by geography.",0
"Notwithstanding Section 2.4(e)(i), Customer acknowledges and agrees that (A) each Purchase Order Customer places hereunder for Product that is either API or Bulk Drug Product shall be equal to, or a whole multiple of, the Batch Size for such applicable Product as set forth in the applicable Facility Addendum and (B) each Purchase Order that Customer places hereunder for Product that is Finished Product shall be equal to or greater than the Minimum Order Quantity for such applicable Product as set forth in the applicable Facility Addendum; provided that, where Customer places Purchase Orders under (B) above that exceed the applicable Minimum Order Quantity, Customer shall -17-
Source: UPJOHN INC, 10-12G, 1/21/2020
place such Purchase Orders for such excess quantities in Increments above the Minimum Order Quantity as specified in the applicable Facility Addendum.",0
"BII shall issue an invoice for the payments of the Total Amount agreed upon with XENCOR according to the payment schedule in Section 3.1.2 and payment of the Technology Access Fee, as applicable.",0
"Distributor may not assign or delegate its rights or obligations under this Agreement (other than (i) the right to receive any amount due, which shall be freely assignable, or (ii) to Distributor's parent or majority-owned subsidiary company of sufficient net worth to meet any potential liability under this Agreement) without the prior written consent of Cisco, such consent not to be unreasonably withheld or delayed, provided that any such assignment shall not relieve Distributor of any obligation to pay monies that were owed Cisco prior to the date of the assignment.",0
"EXCEPT IN THE EVENT OF A VIOLATION OF SECTION 3 (OWNERSHIP; GRANT OF RIGHTS: TRADEMARKS USAGE), OR FOR EACH PARTY'S OBLIGATIONS UNDER SECTION 11 (INDEMNITY), OR BREACH OF SECTION 12 (CONFIDENTIALITY), IN NO EVENT SHALL EITHER PARTY'S TOTAL LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT EXCEED THE AMOUNTS PAID BY SONOS FOR THE PRODUCTS IN THE [*] PERIOD IMMEDIATELY PRECEDING THE EVENT GIVING RISE TO THE LIABILITY.",0
Each shipment of Lead Compound from FG to Astellas shall contain such laboratory and quality control certificate as are necessary to show that the Lead Compound is in conformity with the Product Specifications.,0
"For any Product Unit which is agreed between the Parties (such agreement to be made fairly and reasonably) to be non conforming to the above product warranty, IAC will, [*].",0
"Subject to the protocol in Section 5.1, ALFA AESAR may return to NTC any Product that is defective or that fails to comply with the purchase order provided by ALFA AESAR.",0
"-4-
Distributor Agreement
11.2 Tripath may have an authorized Tripath representative, at Tripath's cost, audit Distributor's records relating to sales and inventories of Products, including, without limitation, records pertaining to any claims submitted by Distributor for price protection, stock rotation, returned Products, ship from stock and debit, DPA allowances, and credit requests.",0
"The IBM employee or IBM contractor employee need not be present for installation process;
(d) the server electronically logs the model number, serial number, user id, and image part number when the installation process is initiated;
(e) MSL electronically tracks the Product serial number, hardfile serial number and designated model number;
(f) the MS COA serial number is electronically associated by MSL to the Product serial number
IBM Confidential June 2, 1999 ATT6.1wp Page 14 of 19
 ATTACHMENT 6 SOFTWARE INSTALLATION TERMS AND CONDITIONS
 EXHIBIT 5 OF APPENDIX A ADDITIONAL MS PROVISIONS: MS LICENSE OBLIGATIONS IMPOSED ON MSL
1.",0
"FG shall, within [ * ] after FG's receipt of written notice from Astellas detailing any deficiencies which may be noted in any such audit which relate to the Relevant Standards use good faith efforts to remedy such deficiencies, and submit a plan to the Astellas outlining steps proposed to be taken.",0
"The payments set forth in Sections 6.1.1, 6.1.2 and 6.1.3 hereof shall each be due and payable within [ * ] after occurrence of the corresponding Event.",0
"Except as expressly provided herein, nothing in this Agreement shall be deemed to grant to Astellas rights in FG Technology other than the rights granted hereunder to the Lead Compounds, or for applications outside the Field or outside the Astellas Territory, or to manufacture Lead Compounds; nor shall any provision of this Agreement be deemed to restrict FG's right to exploit any FG Technology and/or the Lead Compounds outside the Astellas Territory.",0
"Subject to Section 2.6 of this Agreement, not to market, distribute, sell or supply the Products covered by this Agreement to any individual or entity in the Territory directly in response to a request from that person or entity without the prior written consent of Distributor;
4.4.",0
"Either party may cancel this Agreement effective on the last day of the Initial Term, or
 10 11
any Renewal Term, by serving written notice of such termination on the other party at least ninety (90) days prior to the end of the Initial Term or any Renewal Term as the case may be.",0
"Distributor shall maintain for at least two (2) years and make readily available to STAAR or its duly authorized representatives' books, records and accounts prepared in accordance with generally accepted accounting principles that accurately and completely reflect the nature of every transaction related to the sale of the Products.",0
"e) Breach: Agent understands and agrees that the protection of Kallo rights in and to the Kallo Mobile care suite of products, documentation and Trademarks and the prevention of any unauthorized copying, reproduction, modification, adaptation, translation, reverse engineering, de-compilation, disassembly and creation of derivative works, is of the essence of this Agreement and that any failure on its part, however minor, to discharge its obligations shall constitute a material breach of this Agreement.",0
"In the event that the actual Facility Conversion Costs demonstrate that the then applicable Facility Conversion Cost Threshold has been exceeded, and Manufacturer had not previously adjusted the applicable Price in accordance with this Section 3.2(b) to account for such adjustment, then Manufacturer shall either issue (A) an invoice to Customer for any amounts owed by Customer to Manufacturer or (B) a credit memo for amounts owed by Manufacturer to Customer reflecting the difference between the Price as invoiced and the adjusted Price for such Fiscal Year; provided, however, that any such adjustment made in accordance with the foregoing shall be subject in all cases to the provisions of Section 3.2(b)(iii).",0
"In the event that Customer orders quantities of Product above one hundred ten percent (110%) of the quantity set forth in the most recent Forecast for the applicable period (such quantities above one hundred ten percent (110%) referred to as ""Additional Quantities""), Manufacturer shall use its commercially reasonable efforts, but shall not be obligated, to supply such Additional Quantities.",0
"The Parties may not amend this Agreement except by a written agreement of the Parties that identifies itself as an amendment to this Agreement or by a Change Order modifying the terms or conditions of this Agreement, which in either case is signed by both Parties, or as otherwise expressly provided below in this Section.",0
"In the event that following the delay, Contractor is in compliance with the Due Dates for two immediately consecutive Quarters and there is no delay whatsoever, Contractor will be reimbursed by NICE for liquidated damages already paid for delay in the previous Quarter (before the said 2 Quarters), if paid, without derogating from the previous delay being regarded as a breach hereunder.",0
"During the Term of this Agreement, each Party shall comply in all material respects with all applicable Laws (including Regulatory Standards, cGMP as applicable to MediWound and cGMP to the extent applicable to Vericel) applicable to its performance under this Agreement.",0
"Wherever one Party is required or permitted or required to give written notice to the other under this Agreement, such notice will be given by hand, by certified U.S. mail, return receipt requested, by overnight courier, or by fax and addressed as follows: If to Liquidmetal: Liquidmetal Technologies, Inc. Attn: CEO and/or President 20321 Valencia Cir Lake Forest, CA 92630 Facsimile: (949) 635-2188 If to Eutectix: Eutectix, LLC 323 Main St. Chatham, NJ 07928 Attention: Fax: Email: 14.6 Definition of ""Affiliate"".",0
"""Product"" means the combination of Hardware, Software and Documentation together as part of the same product package (including any Add-On Software Modules and any Updates thereto), in all cases carrying the ""WatchGuard"" Trademark.",0
90 days warranty (bugfixing) support is included.,1
"Any notices or communications to either party hereunder shall be deemed to have been given when deposited in the mail, addressed to the then current address of such party.",0
"The happening of any contingency beyond Subcontractor's reasonable control, including delays caused by Manufacturer or suppliers, shall not constitute cause for cancellation of Manufacturer's order, but shall extend Subcontractor's time to ship goods for a period equal to the duration of such contingency.",0
"MANUFACTURER ACKNOWLEDGES THAT SUBCONTRACTOR IS NOT THE MANUFACTURER OF MOST, IF NOT ALL, OF THE COMPONENTS OF THE MANUFACTURER'S PRODUCTS OR ANY THIRD PARTY MANUFACTURER'S AGENT.",0
"The parties hereto may disclose the existence of this Agreement and the terms and conditions hereof, without the prior written consent of the other parties, as may be required by applicable laws, in which case the party seeking to disclose the information shall give the other parties reasonable advanced notice and review of any such disclosure and shall seek confidential treatment of such information to the extent possible under applicable law.",0
"FG may forthwith terminate this Agreement in the event Astellas fails to make any payment due under Articles 6, 9 or 14, within [ * ] following receipt of written notice of such default, or materially breaches its obligations under Articles 8 or 14, and fails to cure such breach within [ * ] following receipt of written notice of such default.",0
MSL agrees to abide by the reasonable requirements of these lists except to the extend that such compliance itself would constitute a violation of the laws of the United States or of any state or local government.,0
"TRIPATH CORPORATION DISTRIBUTOR By: /s/ EVERETT ROACH By: /s/ CHARLES LIM Name: Everett Roach Name: Charles Lim Title: Vice President, World Wide Sales Title: President Date: 7/1/98 Date: 7/7/98
-9-",0
"If Miltenyi fails to negotiate such license or modify the applicable Miltenyi Product, and to the extent Bellicum reasonably determines, following consultation with Miltenyi, that it is obligated to take a royalty-bearing license under any Third Party Intellectual Property Rights in order to avoid infringement of such Third Party Intellectual Property Rights with respect to the use of the applicable Miltenyi Product, then Bellicum shall have the right to offset any payment actually made to the Third Party for such license in any Contract Year against any Product Price payable to Miltenyi for the applicable Miltenyi Product in the same
33
Miltenyi Biotec-Bellicum Supply Agreement (Execution Copy, March 27, 2019)
Contract Year (on a Miltenyi Product-by-Miltenyi Product basis), under the proviso that Bellicum provides Miltenyi with reasonably satisfactory evidence of such Third Party royalties payment.",0
"The members of the Steering Committee are set forth in Appendix 3 attached hereto, which may be updated from time to time to reflect changes in the Steering Committee as provided in this Section 2.2.3.",0
"Each Party agrees to execute, acknowledge and deliver such further instruments, and to do all such other acts, as may be necessary or appropriate in order to carry out the purposes and intent of the Agreement.",0
The Parties agree that any principle of construction or rule of law that provides that an agreement shall be construed against the drafter of the agreement in the event of any inconsistency or ambiguity in such agreement shall not apply to the terms and conditions of this Agreement.,0
"During the Term of this Agreement and any extension thereof, Distributor agrees to use commercially reasonable efforts to employ qualified sales and technical personnel familiar with the Products and Services, including, without limitation, at least one person in Distributor's Oncology Care Systems sales group with a primary responsibility for sales of Products, to perform the marketing and sales requirements as set forth herein.",0
"Within thirty (30) days after the receipt of notice from an Indemnitee in accordance with Section 10.3(a) (or sooner, if the nature of such Third-Party Claim so requires), the Indemnifying Party shall notify the Indemnitee of its election whether the Indemnifying Party will assume responsibility for defending such Third-Party Claim, which election shall specify any reservations or exceptions to its defense.",0
Liquidmetal hereby waives the payment of any Liquidmetal Commission otherwise due and payable pursuant to this Agreement until the one (1) year anniversary of the Effective Date.,0
"If Bank of America requests a material change in the Customization specifications prior to acceptance of the Customizations, Supplier shall prepare revised specifications within fifteen (15) calendar days reflecting the price effect of Bank of America's request.",0
"ESTABLISHMENT shall manufacture the Product in accordance with the Specifications of this Agreement, and shall comply with all quality system requirement communicated by Apollo from time to time, ISO 13485:2012 and any applicable cGMPs and all other applicable local, United States or European regulations or laws in connection with the manufacture, testing, packaging, labeling, shipping, and handling of the Product.",0
CONFIDENTIAL EXECUTION COPY equal to the greater of [ * ] of the Sales Price and the price resulting if FG's [ * ] Percentage for such Lead Compound is equal to [ * ].,0
"iVillage, FMC and FMM agree to collaborate on a joint press release (""Press Release"") to include information regarding the subject matter of this Agreement and quotes from iVillage, FMC and FMM sources.",0
"Neither party has the right or authority to, and shall not, assume or create any obligation of any nature whatsoever on behalf of the other party or bind the other party in any respect whatsoever.",0
"NEITHER PARTY SHALL HAVE ANY LIABILITY HEREUNDER FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILITY OF SUCH.",0
"OUTSOURCING TRANSITION - NICE intends to outsource part of its manufacturing activities to the Contractor, in 3 phases: (1) Training and Authorization, (2) Relocation and (3) Manufacturing Outsourcing Services, as described in this Agreement.",0
"Prior to the Effective Date, Novartis AG (""Novartis"") and/or Array have independently initiated the following Clinical Studies of the Products: (i) a Phase III clinical trial in NRAS Melanoma (""NEMO Clinical Study""), (ii) a Phase III clinical trial in BRAF Melanoma (""COLUMBUS Clinical Study""), (iii) a Phase III clinical trial in BRAF Colorectal Cancer (""BEACON Clinical Study""), and (iv) those additional Phase 1 and Phase 2 Clinical Studies and Investigator Sponsored Clinical Studies set forth in Exhibit 4.1 (collectively, the ""Existing Clinical Studies"").",0
"All Problem Reports and Support Requests shall be communicated by the Converge Support Personnel to VNE as follows: (1) via telephone at 1-877-249-1423, or such other telephone number(s) as VNE may provide to Converge from time to time, or (2) via electronic mail to support.solutions@verticalnet.com, or such other e-mail address(es) as VNE may provide to Converge from time to time, or (3) in person to VNE Service Personnel (if any) on Converge premises at the time; provided, however, that the Converge Support Personnel shall communicate all Severity Level 1 and Severity Level 2
Problems to VNE via method (1) or method (3) above.",0
"Notwithstanding the foregoing, the parties may apply to any court of competent jurisdiction in Hamilton County, Indiana, U.S.A., for a temporary restraining order, preliminary injunction, or other interim or conservatory relief, as necessary, without breach of this arbitration agreement and without any abridgment of the powers of the arbitrators, and agree that such courts shall have exclusive jurisdiction of any such action.",0
"In the event Liquidmetal fails to timely remove such Optioned Assets, in light of the periods for continued operation in Section 5.4(b)(ii) and closing in Section 5.5(c), Eutectix may dispose of them, at Liquidmetal's cost, with no liability to Eutectix.",0
"On or prior to the fifteenth (15th) day of each calendar month Licensee shall deliver to Licensor a written report certified as true and correct by an authorized office of Licensee stating (a) each Agreement for Trial entered into by Licensee during the previous calendar month, together with the expected revenues, if any, to Licensee under each such agreement, (b) each Sublicense entered into by Licensee during the previous calendar month, together with the expected revenues to Licensee for each such Sublicense, (c) each Redistributor Agreement entered into by Licensee during the previous calendar month, together with the expected revenues to Licensee for each such agreement, and (d) a list of invoices, together with the dollar amounts thereof, sent by Licensee to each Redistributor and Customer during the previous calendar month.",0
"This Agreement shall terminate automatically without notice and without further action by the other party in the event that the other party becomes insolvent, which means it becomes unable to pay its debts in the ordinary course of business as they come due, or makes an assignment of this Agreement for the benefit of creditors.",0
"Upon mutual agreement, Corio and Commerce One may engage in the following activities: joint publicity releases, joint marketing materials, joint marketing calls, joint conference and trade show efforts, and strategy coordination concerned with promoting the Software, the MarketSite.net Services and the Corio Services in the commercial marketplace.",0
"Distributor agrees to use commercially reasonable efforts to introduce, promote the sale of, and obtain orders for the Products and Services in connection with Multiple LINAC or Multi-Modality Purchases, including, without limitation, including the Products and Services in each of Distributor's 4
 Oncology Care Systems price book and sales operation system, such that all of Distributor's sales representatives can access quotations for Products and Services at least as easily as all other systems then available for purchase from Distributor.",0
"Distributor agrees it will not at any time, either during the term of this Agreement or thereafter, use the Brand, Products or Snotarator™ mark in any manner that might infringe upon the Company's ownership rights to same directly or indirectly.",0
"As of July 1, 2002 purchasing of spares in order to comply with the warranty obligations shall be the sole responsibility of Contractor and no forecast shall be provided.",0
"Distributor agrees not to use in any manner whatsoever the marks, logos, images and copy of Vendor following the expiration or termination of this Agreement, except as may be needed to sell any Products remaining in Distributor's inventory.",0
Vendor's failure to comply with the notification requirements of this Section 3.36 will relieve AT&T of its responsibility to reimburse Vendor for taxes only to the extent that Vendor's failure actually and materially prejudiced AT&T's ability to contest imposition or assessment of those taxes.,0
"For the avoidance of doubt, (i) the obligations of the parties with respect to the Service Agreement are as set forth in Sections 3.6 and 4.8 and (ii) the failure of Distributor to sell a Service Agreement to any Customer shall not be deemed to be a breach of this Agreement.",0
"Unless specifically agreed otherwise in writing by the Parties, including as agreed in a Project Plan, (i) all invoices and payments hereunder shall be in U.S.",0
"Source: SCANSOURCE, INC., 10-K, 8/22/2019
Exhibit 10.38
EXHIBIT G
Cisco End of Life Policy
Products reach the end of their Product Life Cycle for a number of reasons.",0
"In states where Workers' Compensation insurance is a monopolistic state-run system, Vendor shall add Stop Gap Employers Liability with limits not less than $500,000 each accident or disease.",0
"In such event, the provisions of this Agreement that survive during the Wind Down Period will continue to survive for the remainder of the period of time that DIALOG is authorized to Sell Licensed Products to any customer in accordance with the foregoing sentence.",0
"Additionally, to the extent that such Subcontractor shall be responsible for performance of any Development activities undertaken in accordance with this Agreement, then the applicable Subcontract shall contain a certification that such Subcontractor has not been debarred, and is not subject to debarment, pursuant to Section 306 of the United States Federal Food, Drug and Cosmetics Act (or similar Laws of any other country), and is not the subject of a conviction described in such section.",0
"In the event that the indemnified party defends such an asserted liability, it shall not compromise any such asserted liability without the written consent of the indemnifying party, such consent not to be unreasonably withheld or delayed.",0
E.piphany warrants the Application media is free from material defects in materials and workmanship under normal use for ninety (90) days from the applicable Order Form.,1
"Any disputes arising out of this Agreement shall be resolved by binding arbitration in accordance with the then-current commercial arbitration rules of the American Arbitration Association (""RULES"").",0
"(Recalls), 17.3 (Supplier's Liability for Recall) and 17.4 (Customer's Liability for Recall); Sections 18.2 (Consequences of Termination), 18.3 (Return of Samples) and 18.4 (Return of Confidential Information); this Section 18.5 (Survival); and Article 19 (Miscellaneous) (except 19.2 and 19.5).",0
"(iii) EXCESS INVENTORY - Permitted Components, which are required for assembly of Products only during the third Quarter after the First Quarter or thereafter, in accordance with the Forecast.",0
All payments under this Agreement shall be made in [ * ] in the [ * ] following the [ * ] for which the payments are applicable.,0
Customer agrees to strictly enforce the provisions of such non-disclosure agreements set forth in this Section 2.3 and all other provisions of this Agreement as applicable to any and all uses of the Licensed Materials.,0
"During the Record Retention Period, ENERGOUS may appoint a mutually agreed independent, internationally recognized third-party certified auditor who will have the right to inspect and copy the Records upon reasonable prior notice, and DIALOG will (and will cause its Affiliates to) allow necessary access including, as applicable, to its premises where such Records are located.",0
"Vendor and any Subcontractors it utilizes to perform the Services will accurately and completely fill out and sign any necessary shipping documentation on behalf of AT&T or as an authorized agent of AT&T prior to transporting Hazardous Waste, hazardous materials, or universal waste off-site for disposal.",0
"efficiently as possible, - Initial Response within two beginning as soon as hours after the resumption of practicable after diagnosis of Support Hours if the Problem the Problem commences.",0
"*Confidential treatment requested
 - 21 -
 (b) No advertisements, offers, or other communications shall appear between launch of a Distributor App and launch of the Chrome Browser.",0
"Once you receive that notice (the date on which you receive such notice, the ""Update Notice Date""), you will be required to bring your Application into compliance within thirty (30) days Google Confidential
 (d) either (1) the bundle must provide for a master uninstaller that will enable the end user to uninstall every Application in the bundle without undue effort or skill, or (2) if no master uninstaller is provided, the de-installation of any Application may not be dependent or conditioned upon the de-installation of any other Application included in the bundle.",0
Minimum Purchases referred to above will include the quantities of Miltenyi Product(s) ordered by Bellicum in accordance with applicable Forecasts that could not be supplied by Miltenyi.,0
"The Company may refuse to accept a purchase order on the grounds that it cannot meet the delivery schedule therein, and if as a result of such failure or delay Distributor loses its customer's orders for those Products, the number of units which Distributor ordered but were not timely delivered to Distributor or to Distributor's customer will be credited against Distributor's minimum.",0
"Each of the parties shall, from time to time, execute and deliver all documents and other instruments reasonably requested by the other party to perfect such other party's ownership of the interests set forth in this Section 2.8.",0
"NETGEAR reserves the right to sell or license Products in the Territory to customers other than distributors such as, but not limited to resellers who procure Products at centralized locations for resale to end-use customers solely through their wholly or majority owned retail outlets, both store-front and catalog.",0
"If, through any such action, Vendor ever acquires a Lien on a judgment against any of the AT&T Indemnified Parties, then Vendor shall assign such Lien to AT&T.",0
"Point user to privacy policy
 Google Confidential
 - 33 -
 Google Confidential
 - 34 -
 Branding & Attribution The visible elements of the application should be easily identifiable to the end user
 Google Confidential
 - 35 -
 Implementation, Transparency and Deactivation The Application must permit end users to uninstall it in the customary place the applicable operating system has designated for adding or removing programs (e.g., Add/Remove Programs control panel in Windows) in a straightforward manner Google Confidential
 - 36 -
 Google Confidential
 - 37 -
 Implementation, Transparency and Deactivation The Application must contain (in an easily found location) clear and concise instructions on how it may be uninstalled
 Google Confidential
 - 38 -
 Bundling of Applications When bundling, the end user must be made aware of all the applications included prior to installation.",0
"None of the Services under this Agreement shall be performed or provided and no Information related to this Agreement shall be collected, stored, handled or accessed by Vendor or its Subcontractors at any location outside of the United States.",0
"This Agreement will be governed by and interpreted in accordance with the local laws of the State of Washington, U.S.A., without regard to its conflicts of law provisions and not including the provisions of the 1980 U.N. Convention in Contracts for the International Sale of Goods.",0
"Upon the issuance of such Listed Price by the Japanese Ministry of Health, Labour and Welfare, Astellas shall pay to FG, or FG shall reimburse Astellas, as the case may be, the amount of any difference between the payment made for such Lead Compound at the estimated Listed Price and the payment required based upon the actual Listed Price.",0
"Notwithstanding the foregoing, disputes with respect to any Infringement Claim including without limitation any claim based on the infringement, violation or misappropriation of any Intellectual Property Right shall not be settled by arbitration, without the prior written consent of the parties.",0
"Also, the tones must be specified in a way that a set of parameters corresponds to either a single tone, a dual tone, or an amplitude modulated tone.",0
"If programming errors or other defects are discovered during the Support Period, the Developer shall promptly remedy those errors or defects at its own expense.",1
