text,label
"The performance of this Agreement and the consummation of the transactions herein contemplated will not result in a breach or violation of any of the terms and provisions of, or constitute a default under: (i) any Material Agreement to which the Company or any subsidiary is a party or by which the Company or any subsidiary or their respective properties may be bound; (ii) the articles of incorporation or bylaws of the Company, or (iii) any applicable law, order, rule, regulation, writ, injunction, judgment or decree of any court, government or governmental agency or body, domestic or foreign, having jurisdiction over the Company or any subsidiary or their respective properties.",0
"The Company agrees that the Contractor may service renewable note programs for other issuers during the course of the Offering, but such activities shall not prevent the Contractor from promptly and efficiently performing its duties hereunder.",0
"f) MSL will transmit reports and data files as IBM requires for history, audit, validation, and measurements as defined in Appendix 3.
 g) MSL will provide the necessary capability to accommodate non AAS/GEMS orders and provide confirmation/status information as required.",0
ENFORCEMENT 43 17.1 Invalid Provisions; Substitution of Valid Provisions 43 17.2 Unilateral Waiver of Obligations 44 17.3 Written Consents from Company 44 17.4 Lien 44 17.5 No Guarantees 45 17.6 No Waiver 45 17.7 Cumulative Remedies 45 17.8 Specific Performance; Injunctive Relief 45 17.9 Arbitration 46 17.10 Waiver of Punitive Damages and Jury Trial; Limitations of Actions 46 17.11 Governing Law/Consent To Jurisdiction 47 17.12 Binding Effect 47 17.13 No Liability to Others; No Other Beneficiaries 47 17.14 Construction 47 17.15 Joint and Several Liability 48 17.16 Multiple Originals 48 17.17 Timing Is Important 48 17.18 Independent Provisions 48 18.,0
"To the knowledge of the Moelis Entities, (i) KM has not (A) suffered and is not currently suffering any physical or mental incapacity or disability, total or partial, that would constitute or would reasonably be expected to result in a Key Man Event (as such term is defined in the Moelis Holdings Agreement) or (B) been absent from work for three or more consecutive months at any time since the inception of the Moelis Entities and (ii) no other circumstance or condition exists that would constitute or would reasonably be expected to result in a Key Man Event.",0
"AVDU shall indemnify, defend and hold harmless UTK from and against any and all losses incurred by UTK which arise out of or result from misrepresentation, breach of warranty or breach or non-fulfillment of any covenant contained herein or Schedules annexed hereto or in any other documents or instruments furnished by AVDU pursuant hereto or in connection with this Agreement.",0
"In the event of any dispute as to the contents of the Manuals, the terms of the master copy of the Manuals maintained by us at our home office will be controlling.",0
"AT&T may reduce any payment otherwise due to Vendor in connection with the sale of Material, Delivery of Deliverables, or provision of Services under this Agreement by the amount of any tax imposed on Vendor that AT&T is required to pay directly to a taxing or other governmental authority (""Withholding Tax"").",0
The parties acknowledge that both ISA and Rubicon participated in the drafting of this Agreement and agree that any rule of law or legal decision that may or would require interpretation of any alleged ambiguities in this Agreement against the party that drafted it has no application and is expressly waived.,0
"""FACILITIES"" means collectively, the Site and the Manufacturing Facility to be located thereon, as well as any other manufacturing facilities constructed, acquired or operated by the Joint Venture from time to time.",0
"Any other necessary governmental approvals for the formation and operation of the Joint Venture as contemplated herein shall have been given (either expressly or by operation of law); and
C. Approval of the Board of Directors of each of T&L and Igene shall have been given.",0
"MSL will be responsible for defining the process to be used on the Integration line, for the code load and system test of units requiring this work.",0
"The IBM employee or IBM contractor employee need not be present for installation process;
(d) the server electronically logs the model number, serial number, user id, and image part number when the installation process is initiated;
(e) MSL electronically tracks the Product serial number, hardfile serial number and designated model number;
(f) the MS COA serial number is electronically associated by MSL to the Product serial number
IBM Confidential June 2, 1999 ATT6.1wp Page 14 of 19
 ATTACHMENT 6 SOFTWARE INSTALLATION TERMS AND CONDITIONS
 EXHIBIT 5 OF APPENDIX A ADDITIONAL MS PROVISIONS: MS LICENSE OBLIGATIONS IMPOSED ON MSL
1.",0
"For so long as Cellco is the Servicer, any Permitted Investments of funds in the Collection Account and the Reserve Account (or any reinvestments of the Permitted Investments) for a Collection Period must mature, if applicable, and be available no later than the second Business Day before the related Payment Date and any Permitted Investments of funds in the Acquisition Account and the Negative Carry Account (or any reinvestments of the Permitted Investments) for a Collection Period must mature or be available overnight.",0
A portion of the Minimum Distribution shall be paid in advance on a quarterly basis should either Party be required to pay periodic mandatory payments of estimated taxes during any given year.,0
"The Parties will consult with each other, in advance, with regard to the terms of all proposed press releases, public announcements and other public statements with respect to the transactions contemplated hereby.",0
"This Agreement and each other Transaction Document to which it is a party constitutes, when duly executed and delivered by each other party hereto and thereto, a legal, valid and binding obligation of the Depositor, enforceable against it in accordance with its terms, except as such enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium, receivership, conservatorship or other similar Laws affecting creditors' rights generally or by general principles of equity.",0
"Vendor shall protect and preserve AT&T's material and shall promptly return at the end of contracted Work, at Vendor's expense, any material not used, unless AT&T instructs Vendor otherwise in writing.",0
There will be no tuition charge for the persons whom we require to attend any Initial Training program or for any additional personnel of your choosing.,0
"If such Claim has occurred, or in Ehave's opinion is likely to occur, without limiting Ehave's obligation to defend and indemnify the CHT Indemnified Parties as aforesaid, Ehave may, at its option and expense, either procure for CHT the right to continue using the Ehave Companion Solution in accordance with this Agreement or modify or replace the same so that it becomes non-infringing without loss of functionality, or if none of the foregoing alternatives is reasonably available and at Ehave's discretion, discontinue the use of the Ehave Companion Solution on not less than sixty (60) Business Days' prior written notice to CHT and its End Users.",0
"Proprietary to Bank of America Page 31 vTIP2010
Source: CARDLYTICS, INC., S-1, 1/12/2018
41.0 ENTIRE AGREEMENT
41.1 This Agreement, the Schedules, and other documents Incorporated herein by reference, is the final, full and exclusive expression of the agreement of the Parties and supersedes all prior agreements, understandings, writings, proposals, representations and communications, oral or written, of either Party with respect to the subject matter hereof and the transactions contemplated hereby.",0
within the designated local advertising area shall be a member of the local advertising group and each member shall have one vote on all matters requiring a vote.,0
"Should an End User communicate to Channel Partner or to iPass its dissatisfaction regarding the Services or related matters, the notified party shall promptly give notice to the other party, and iPass and Channel Partner shall work together in good faith to resolve the issue to End User's reasonable satisfaction.",0
For example when measuring the [*] for the first quarter in 1998 you would calculate [*] by taking the [*] that was passed [*] for the first [*] in [*] and subtract the actual [*] for that [*].,0
The Contract Services shall be performed at the facilities and location reasonably designated by ISA (with appropriate agreements in place to ensure reasonable reimbursement to Rubicon of out-of-pocket expenses).,0
"Notwithstanding the foregoing, the permissive right of the Indenture Trustee to access or review any records of the Servicer shall not be deemed to be an obligation of the Indenture Trustee to do so.",0
"AT&T may require Vendor to prove payment of bills for Services, Material, or other things furnished or done for the performance of the Work, before making payment to the Vendor.",0
"OWNER AGREEMENT
 The franchisee (""you"") includes all persons who succeed to the interest of the original franchisee by permitted transfer or operation of law and shall be deemed to include not only the individual or entity described in the introductory paragraph of this Agreement but shall also include all partners if you are a partnership, all shareholders if you are a corporation and all members if you are a limited liability company.",0
The following percentages will be multiplied by the material cost of the volume of the machine type shipped in the quarter that fell below [*]% of the Requirements Accuracy calculation.,0
"SECTION 1 ASSOCIATED CONTRACT DOCUMENTS
 Each time one of the parties wishes to disclose specific Information to the other, the Discloser will issue a Supplement to this Agreement (Supplement) before disclosure.",0
"SECTION 10.0 LEASE OF PREMISES
 The Lease of Premises Agreement is a separate agreement governing the lease of certain IBM buildings to MSL, the execution of which is a condition precedent to the effectiveness of this Agreement.",0
"Delete the wording in the last paragraph of Specific Product Description as added by Amendment 005, of Exhibit 1, Product Attachment - Wedge Products to Supplement 1, Transition Services to Attachment 1, Statement of Work to the Agreement, in its entirety and replace it with the following:
 ""The ARCTIC product set will be phased out of the transition services described in SECTION I - WEDGE PRODUCTS prior to October 31, 1999.",0
CONFIDENTIAL INFORMATION . . . . . . . . . . . . . . . . . . . . . . .7 VIII.,0
"Notwithstanding any other provisions herein, Confidential Information does not include information that:
10.1.1 was known to Receiving Party or any of its Affiliates prior to the time of disclosure other than under an obligation of confidentiality with respect to such information;
10.1.2 is at the time of disclosure hereunder or later becomes public knowledge through no fault or omission of Receiving Party or any of its Affiliates;
10.1.3 is obtained by Receiving Party or any of its Affiliates from a Third Party having the right to disclose such information (e.g.",0
The undersigned for the Owner is signing in a representative capacity and warrants that he or she has the authority to bind the entity on whose behalf this document is being executed.,0
"To the extent the Software contains any cryptographic functionality that would subject it to the provisions of the United States Export Administration Regulations (the ""EAR""), Supplier hereby represents and warrants that: (a) the Export Control Classification Number (""ECCN"") for such Software is set forth on the applicable Product License Schedule; and (b) Supplier has obtained all necessary licenses, if any, and submitted all necessary prior notifications and review requests (without receipt of any objection) to the Bureau of Industry and Security (""BIS'') and the National Security Agency (the ""NSA), which are required to be made under the EAR in order for Bank of America to be able to use such Software as contemplated hereunder and in accordance with (and subject to) the provisions of the Agreement and the applicable Product License Schedule, outside of the United States, subject to the following: (i) Bank of America may not export such Software to any countries (or the nationals thereof) in Country Group E:1 on Supplement No.",0
"i) Work labor and materials applied to the management of the consigned inventory by MSL in the course of the performance of this Agreement shall be paid for by IBM, as defined in Section 7.0, in accordance with the terms of this Agreement and shall not at any time give rise to any claim over the consigned Products.",0
"The Servicer will be entitled to receive the Servicing Fee for the performance of the duties and provision of the services called for in this Agreement in accordance with, and subject to, the Loan Agreement.",0
"(6) For shipment invoices, MSL will provide validation information as follows: Invoice number Currency and currency rate Order type, order label IFC, Division, ITC, date, invoice type, ST., STALL MSL value of goods, MSL emergency, MSL special casing IBM value of goods, IBM emergency, IBM special casing This information will be supplied at invoice level, detail (S/A or P/N) and also at feature level.",0
Renewal of the Franchise will be conditioned on your continued compliance with all the terms and conditions of this Agreement up to the date of expiration.,0
"Vendor will provide to AT&T, and keep current, an escalation document that includes names, titles and telephone numbers, including after-hours telephone numbers, of Vendor personnel responsible for providing technical support to AT&T.",0
"For any Due Period and any Note, the amount of interest and/or principal indicated in such Note as required to be paid by the Company under such Note for the Due Period and giving effect to any rescheduling or reduction of payments in any insolvency or similar proceeding and any portion thereof.",0
The Company hereby covenants and agrees with the Contractor as follows: (a) The Company will notify the Contractor promptly of the time when the Registration Statement or any post-effective amendment to the Registration Statement has become effective or any supplement to the Prospectus has been filed and of any request by the Commission for any amendment or supplement to the Registration Statement or Prospectus or additional information.,0
"Notwithstanding the foregoing, the obligations described in this Section 13.7(a) shall not apply (i) to a registration relating solely to employee benefit plans on Form S-1 or Form S-8, (ii) to a registration relating solely to an acquisition or similar transaction on Form S-4 or (iii) unless all holders then holding more than 3% of the issued and outstanding Partnership Interests (and/or any securities of Moelis Holdings or any successor entity into which the Partnership Interests are converted, exchanged or redesignated) with a contractual obligation enforceable by Moelis Holdings or its affiliates to do so and all of the then-current executive officers and directors (if applicable) of Moelis Holdings enter into similar agreements.",0
"Notice Unless otherwise expressly provided in this Agreement, any notice or other communication to be given under this Agreement (a ""notice"") shall be in writing addressed as follows: If to the Corporation, addressed and sent to: Tribute Pharmaceuticals Canada Inc. 151 Steeles Avenue East Milton, Ontario L9T 1Y1 Attention: Rob Harris Facsimile No.",0
"You have the right to renew the franchise for two (2) successive terms equal to five (5) years each, providing you meet all of the following conditions:
 1.",0
"Each of the Bank Accounts will be under the control of the Indenture Trustee so long as the Bank Accounts remain subject to the Lien of the Indenture, except that the Servicer may make deposits into and direct the Note Paying Agent to make deposits into or withdrawals from the Bank Accounts according to the Transaction Documents.",0
"Thereafter, any sale or other transfer may not be effectuated except pursuant to a good faith, arms' length offer to sell its entire ownership interest in the Operating Company for cash consideration to a party who is not affiliated with such Party (a ""Third Party Offer"").",0
"Participation in Bank of America's Supplier testing and assessment process including the completion of online and/or on-siteassessment(s), as appropriate, and remediation of any findings; Proprietary to Bank of America Page 22 vTIP2010
Source: CARDLYTICS, INC., S-1, 1/12/2018
 B.",0
"Should AT&T receive notice from any third party alleging acts or omissions which, notwithstanding AT&T's use of the FOSS for the intent and purposes furnished hereunder, constitute noncompliance with any FOSS license term, then promptly upon AT&T's notice to Vendor of such allegation, Vendor shall indemnify, defend and hold harmless AT&T against such allegation in accordance with Vendor's obligations to do so as set forth elsewhere in this Agreement, in a manner that preserves any proprietary software of AT&T or its third-party Contractors from any public disclosure obligation or any other FOSS license noncompliance allegations.",0
"c. Notwithstanding anything else to the contrary contained herein, Customer shall be relieved of its indemnification duty or obligation to the extent that IBM's bad faith, willful misconduct or gross negligence.",0
"You agree, at our request, to modify the operation of the Franchise to comply with all such changes, and to be solely responsible for all related costs.",0
"The person or entity to whom you wish to make the Transfer, or its principal owners (""Proposed New Owner""), must be individuals of good moral character and otherwise meet our then-applicable standards for The Joint Corp.",0
"The Servicer may direct the Indenture Trustee to consent, vote, waive or take any other action, or not to take any action, on any matters available to the holder of the Permitted Investments.",0
"All notices or communications hereunder, except as herein otherwise specifically provided, shall be in writing and shall be mailed, delivered or transmitted by any standard form of telecommunication, as follows: 17
 Section 9.03 Successors and Assigns; Transfer.",0
c) Total premium costs for any single event which are equal to or exceed [*] must be pre-approved in writing by IBM prior to MSL authorizing or expending the premium.,0
"Each of your employees and independent contractors must sign a written agreement, in a form approved by us, to maintain confidential our Confidential Information, proprietary information, and trade secrets as described in Paragraph 9.1, and to abide by the covenants not to compete described in Paragraph 9.3.",0
"We have a duty to utilize only our reasonable efforts in managing the Franchise, and will not be liable to you for any debts, losses, or obligations the Franchise incurs, or to any of your creditors for any products or services the Franchise purchases, while we manage it pursuant to this Paragraph.",0
"e) MSL and IBM will review inventory monthly, during this review MSL will provide a written report that includes the items detailed under Inventory in the Performance Appendix.",0
H. AVDU will cooperate with UTK and will promptly provide UTK with all pertinent materials and requested information in order for UTK to perform its Services pursuant to this Agreement.,0
"""Subcontractor"" means any vendor, subcontractor or other Person that is not responsible for the overall servicing (as ""servicing"" is commonly understood by participants in the asset-backed securities market) of the Receivables but performs one or more discrete functions identified in the Servicing Criteria with respect to the Receivables under the direction or authority of the Servicer or a Subservicer.",0
MSL shall preinstall the MS Software Image solely in accordance with the installation instructions set forth in this Attachment 6 and as further directed by IBM in Appendices.,0
The disabled veteran's ownership and control shall be real and continuing and not created solely to take advantage of special or set aside programs aimed at supplier diversity.,0
"Within fifteen (15) Business Days after the merger, consolidation, succession or assignment, such Person will (i) execute an agreement to assume the Depositor's obligations under this Agreement and each Transaction Document to which the Depositor is a party (unless the assumption happens by operation of Law), (ii) deliver to the Issuer, the Owner Trustee and the Indenture Trustee an Officer's Certificate and an Opinion of Counsel each stating that the merger, consolidation, succession or assignment and the assumption agreement comply with this Section 5.3, (iii) deliver to the Issuer, the Owner Trustee and the Indenture Trustee an Opinion of Counsel stating that the security interest in favor of the Issuer in the Depositor Transferred Property and the Indenture Trustee in the Collateral is or will be perfected and (iv) notify the Rating Agencies of the merger, consolidation, succession or assignment.",0
"Any notice to be served by one Party on the other in connection with this Agreement shall be validly served if delivered by overnight delivery service (costs pre-paid), confirmed fax, or delivered in person, to the following addresses (or such other address as a Party may specify from time to time in accordance with this Article):
A. Tate & Lyle Fermentation Products Ltd. c/o Tate & Lyle North America Inc. 2200 E. Eldorado Street Decatur, Illinois 62521 Attn: General Counsel FAX: 217-421-4704
B. with a copy to:
Tate & Lyle North America Inc.
2200 E. Eldorado Street Decatur, Illinois 62521 Attn: Chief Financial Officer FAX: 217-421-4507
C. Igene Biotechnology, Inc. 9110 Red Branch Road Columbia, Maryland 21045-2024 Attention: Stephen F. Hiu FAX: 410-730-0540 TEL: 410-997-2599
with a copy to:
Stroock & Stroock & Lavan LLP 180 Maiden Lane New York, New York 10038 Attention: Martin H. Neidell FAX: 212-806-7836 TEL 212-806-5836
After the Effective Date, the Operating Company shall give each of the Parties appropriate addresses for notices.",0
"CHANGEPOINT INC. CORIO, INC.
Signature ________________________ Signature _____________________
Name _____________________________ Name __________________________
Title ____________________________ Title _________________________
*** The omitted material has been filed separately with the Securities and Exchange Commission pursuant to a request for confidential treatment.",0
"If, despite the intent of the Depositor and the Issuer, a transfer and assignment of Depositor Transferred Property under this Agreement is determined to be a pledge for a financing or is determined not to be an absolute transfer and assignment, the Depositor Grants to the Issuer a security interest in the Depositor's right, title and interest in the Depositor Transferred Property to secure a loan in an amount equal to all amounts payable by the Depositor under this Agreement, all amounts payable as principal of or interest on the Notes, all amounts payable as Servicing Fees under this Agreement and all other amounts payable by the Issuer under the Transaction Documents.",0
"After the expiration of such thirty day period, the Board shall promptly submit the higher Tax Estimate (the ""Disputed Estimate"") to PricewaterhouseCoopers (the ""Neutral Auditor"") who shall evaluate the reasonableness and accuracy of the Disputed Estimate in light of the provisions of this Article 6.1.",0
"You shall not provide any actual chiropractic services, nor shall you supervise, direct, control or suggest to, the PC or its chiropractors or employees the manner in which the PC provides or may provide chiropractic services to its patients.",0
"If we do not exercise our right of first refusal, the transferor may complete the sale to the Proposed New Owner pursuant to and on the terms of the offer, as long as we have approved the Transfer as provided in this Section 14.",0
"The Joint Venture shall be jointly controlled by the Parties who, as shareholders, members, or partners, shall have the exclusive power, by instructing the Board, to: (i) dissolve the Joint Venture, (ii) sell, or dispose of all or substantially all assets of the Joint Venture or permit the Joint Venture to place or grant any consensual lien or security interest on its assets (except liens for taxes and materialsmen's liens being contested in good faith which are not material in amount), or (iii) permit the Joint Venture to engage in material commerce outside the Field of Agreement or change the scope of the Field of Agreement.",0
